news,label
ภาคตะวันออกเฉียงเหนือ มีพายุฝนฟ้าคะนอง  10% ของพื้นที่ มีฝนตกหนักบางแห่ง บริเวณเลย หนองบัวลำภู ขอนแก่น ชัยภูมิ นครราชสีมา และบุรีรัมย์ อุณหภูมิสูงสุด 31-37 องศาฯ,TRUE
ภาคเหนือ มีพายุฝนฟ้าคะนอง 60% ของพื้นที่ มีลมกระโชกแรงบางแห่ง บริเวณแม่ฮ่องสอน เชียงใหม่ เชียงราย ลำพูน ลำปาง พะเยา แพร่ น่าน อุตรดิตถ์ ตาก สุโขทัย พิษณุโลก พิจิตร และกำแพงเพชร อุณหภูมิสูงสุด 24-32 องศาฯ ,TRUE
กรมอุตุฯ ออกประกาศเตือน ฉบับที่ 15 เรื่องพายุฤดูร้อน โดยมี 54 จังหวัดที่ได้รับผลกระทบในวันนี้ จากพายุฝนฟ้าคะนอง มีฝนตกหนักบางแห่ง มีลมกระโชกแรง-ลูกเห็บตกบางพื้นที่ รวมถึงมีฟ้าผ่าด้วย,TRUE
ภาคตะวันออก มีพายุฝนฟ้าคะนอง  40% ของพื้นที่ มีฝนตกหนักบางแห่ง กับมีลมกระโชกแรง บริเวณนครนายก ปราจีนบุรี สระแก้ว ฉะเชิงเทรา ชลบุรี ระยอง จันทบุรี และตราด อุณหภูมิสูงสุด 31-33 องศาฯ,TRUE
ภาคกลาง มีพายุฝนฟ้าคะนอง  60% ของพื้นที่  มีลมกระโชกแรงและลูกเห็บตกบางแห่ง บริเวณจังหวัดนครสวรรค์ อุทัยธานี ชัยนาท ลพบุรี สระบุรี สิงห์บุรี อ่างทอง พระนครศรีอยุธยา สุพรรณบุรี กาญจนบุรี ราชบุรี สมุทรสงคราม สมุทรสาคร และนครปฐม อุณหภูมิสูงสุด 29-33 องศาฯ,TRUE
ภาคตะวันออกเฉียงเหนือ มีพายุฝนฟ้าคะนอง  40% ของพื้นที่ มีฝนตกหนักบางแห่ง กับมีลมกระโชกแรงบางพื้นที่ บริเวณเลย หนองบัวลำภู หนองคาย อุดรธานี ชัยภูมิ ขอนแก่น อุณหภูมิสูงสุด 27-35 องศาฯ,TRUE
ภาคเหนือ มีพายุฝนฟ้าคะนอง 60% ของพื้นที่ มีลมกระโชกแรงบางแห่ง และลูกเห็บตกบางพื้นที่ บริเวณแม่ฮ่องสอน เชียงใหม่ เชียงราย ลำพูน ลำปาง พะเยา แพร่ น่าน อุตรดิตถ์ ตาก สุโขทัย พิษณุโลก พิจิตร กำแพงเพชร และเพชรบูรณ์ อุณหภูมิสูงสุด 24-29 องศาฯ,TRUE
พยากรณ์อากาศ - 5 เม.ย. ประเทศไทยตอนบนมีพายุฤดูร้อน เป็นพายุฝนฟ้าคะนอง มีฝนตกหนักบางแห่ง ลมกระโชกแรง มีลูกเห็บตกบางพื้นที่ รวมถึงมีฟ้าผ่าเกิดขึ้น ภาคใต้มีฝนฟ้าคะนอง ,TRUE
อุตุฯ ออกประกาศเตือนฉบับที่ 11 เมื่อเวลา 05.00 น. ที่ผ่านมา โดยในวันนี้ 65 จังหวัดในภาคเหนือ-อีสาน-กลาง-ตะวันออก ขอให้ระวังพายุฤดูร้อน ซึ่งเป็นพายุฝนฟ้าคะนอง ฝนตกหนักบางแห่ง ลมกระโชกแรง รวมถึงมีลูกเห็บตก-ฟ้าผ่าในบางพื้นที่ด้วย ,TRUE
ภาคใต้ (ฝั่งตะวันตก) มีฝนฟ้าคะนอง  30% ของพื้นที่ ส่วนมากบริเวณภูเก็ต กระบี่ ตรัง และสตูล อุณหภูมิสูงสุด 30-36 องศาฯ กรุงเทพ #ปริมณฑล อากาศร้อน กับมีฟ้าหลัวในตอนกลางวัน พายุฝนฟ้าคะนอง  30% ของพื้นที่ มีลมกระโชกแรงบางแห่ง อุณหภูมิสูงสุด 34-39 องศาฯ,TRUE
ภาคตะวันออก มีพายุฝนฟ้าคะนอง  60% ของพท. ฝนตกหนักบางแห่ง ลมกระโชกแรง และลูกเห็บตกบางพท.ส่วนมากบริเวณนครนายก ปราจีนฯ สระแก้ว ฉะเชิงเทรา ชลบุรี ระยอง จันทบุรี ตราด ภาคใต้ (ฝั่งตะวันออก) มีฝนฟ้าคะนอง 30% ของพื้นที่ ส่วนมากบริเวณสุราษฎร์ฯ นครศรีธรรมราช พัทลุง สงขลา,TRUE
ภาคกลาง อากาศร้อนถึงร้อนจัด มีฟ้าหลัวในตอนกลางวัน พายุฝนฟ้าคะนอง  40% ของพท. ลมกระโชกแรงและลูกเห็บตกบางแห่ง ส่วนมากบริเวณนครสวรรค์ อุทัยธานี ชัยนาท ลพบุรี สระบุรี พระนครศรีอยุธยา อ่างทอง สิงห์บุรี กาญจนบุรี สุพรรณบุรี ราชบุรี สมุทรสงคราม สมุทรสาคร และนครปฐม,TRUE
ภาคตะวันออกเฉียงเหนือ พายุฝนฟ้าคะนอง  60% ของพท. - ฝนตกหนักบางแห่ง ลมกระโชกแรงหลายพท. ลูกเห็บตกบางแห่ง บริเวณเลย หนองคาย บึงกาฬ หนองบัวฯ อุดรฯ สกลนคร นครพนม มุกดาหาร กาฬสินธุ์ ร้อยเอ็ด ยโสธร อำนาจฯ อุบลฯ ศรีสะเกษ สุรินทร์ บุรีรัมย์ โคราช ชัยภูมิ ขอนแก่น มหาสารคาม,TRUE
ภาคเหนือ มีพายุฝนฟ้าคะนอง 60%% ของพื้นที่ มีลมกระโชกแรงบางแห่ง และลูกเห็บตกบางพื้นที่ บริเวณแม่ฮ่องสอน เชียงใหม่ เชียงราย ลำพูน ลำปาง พะเยา น่าน แพร่ อุตรดิตถ์ สุโขทัย พิษณุโลก พิจิตร เพชรบูรณ์ ตาก และกำแพงเพชร อุณหภูมิสูงสุด 31-37 องศาฯ ,TRUE
พยากรณ์อากาศ - 4 เม.ย. ประเทศไทยตอนบนมีพายุฤดูร้อน เป็นพายุฝนฟ้าคะนอง มีฝนตกหนักบางแห่ง ลมกระโชกแรง มีลูกเห็บตกบางพื้นที่ รวมถึงมีฟ้าผ่าเกิดขึ้น  ภาคใต้มีฝนฟ้าคะนอง,TRUE
อุตุฯ ประกาศเตือนฉบับล่าสุด เตือน วันนี้ 39 จังหวัด จะได้รับผลกระทบจากพายุฤดูร้อน โดยจะมี พายุฝนฟ้าคะนอง ลมกระโชกแรง (บางพื้นที่) ลูกเห็บตก (บางพื้นที่) มีฟ้าผ่า โดยจะเริ่มในภาคเหนือ - ภาคตะวันออกก่อน ตามด้วยภาคอีสาน - กลาง - ภาคใต้ตอนบน,TRUE
ภาคใต้ (ฝั่งตะวันออก) มีฝนฟ้าคะนอง 40% ของพท. มีฝนตกหนักบางพท. บริเวณชุมพร สุราษฎร์ฯ นครศรีฯ พัทลุง สงขลา อุณหภูมิสูงสุด 32-35 °C ภาคใต้ (ฝั่งตะวันตก) เมฆมาก มีฝนฟ้าคะนอง 60% ของพท. มีฝนตกหนักบางแห่ง ส่วนมากบริเวณภูเก็ต กระบี่ ตรัง สตูล อุณหภูมิสูงสุด 30-36 °C,TRUE
ภาคตะวันออก อากาศร้อน มีฟ้าหลัวในตอนกลางวัน มีพายุฝนฟ้าคะนอง 40% ของพื้นที่ มีลมกระโชกแรงบางแห่ง ส่วนมากบริเวณนครนายก ปราจีนบุรี สระแก้ว ฉะเชิงเทรา ชลบุรี ระยอง จันทบุรี และตราด อุณหภูมิสูงสุด 33-37 องศาฯ,TRUE
ภาคตะวันออกเฉียงเหนือ อากาศร้อน มีฟ้าหลัว พายุฝนฟ้าคะนอง 60% ของพท. มีลมกระโชกแรง มีลูกเห็บตกบางแห่ง ส่วนมากบริเวณเลย หนองคาย บึงกาฬ หนองบัวฯ อุดรฯ สกลนคร นครพนม มุกดาหารกาฬสินธุ์ ร้อยเอ็ด ยโสธร อำนาจฯ อุบลฯ ศรีสะเกษ สุรินทร์ บุรีรัมย์ โคราช ชัยภูมิ ขอนแก่น และมหาสารคาม ,TRUE
ภาคเหนือ อากาศร้อน มีฟ้าหลัวในตอนกลางวัน มีพายุฝนฟ้าคะนอง 20% ของพื้นที่ มีลมกระโชกแรงบางแห่ง ส่วนมากบริเวณน่าน แพร่ อุตรดิตถ์ สุโขทัย พิษณุโลก พิจิตร และเพชรบูรณ์ อุณหภูมิสูงสุด 36-39 องศาฯ,TRUE
พยากรณ์อากาศ - 3 เม.ย.ประเทศไทยมีพายุฤดูร้อนเกิดขึ้น เป็นพายุฝนฟ้าคะนอง ลมกระโชกแรง มีลูกเห็บตกบางพท. และมีฟ้าผ่าด้วย โดยเริ่มในภาคอีสาน-ภาคตะวันออก ตามด้วยภาคเหนือตอนล่าง ภาคกลาง (รวมกทม.- ปริมณฑล) และภาคใต้ตอนบน ภาคใต้มีฝนตกหนักบางแห่ง คลื่นลมในทะเลอันดามันมีกำลังแรง,TRUE
ภาคใต้ (ฝั่งตะวันตก) เมฆมาก มีฝนฟ้าคะนอง 60% ของพื้นที่ และมีฝนตกหนักบางแห่ง ส่วนมากบริเวณระนอง พังงา ภูเก็ต และกระบี่ อุณหภูมิสูงสุด 30-36 องศาฯ กรุงเทพ ปริมณฑล อากาศร้อน กับมีฟ้าหลัวในตอนกลางวัน และมีฝนบางแห่ง อุณหภูมิสูงสุด 33-38 องศาฯ,TRUE
ภาคใต้ (ฝั่งตะวันออก) มีฝนฟ้าคะนอง 40% ของพื้นที่ มีฝนตกหนักบางพื้นที่ บริเวณจังหวัดเพชรบุรี ประจวบคีรีขันธ์ ชุมพร สุราษฎร์ธานี และนครศรีธรรมราช อุณหภูมิสูงสุด 32-35 องศาฯ ,TRUE
ภาคใต้มีฝนตกหนักบางแห่ง คลื่นลมในทะเลอันดามันมีกำลังแรง ภาคเหนือ อากาศร้อนถึงร้อนจัด กับมีฟ้าหลัวในตอนกลางวัน มีฝนฟ้าคะนอง 10% ของพื้นที่ ส่วนมากบริเวณตาก กำแพงเพชร พิจิตร และเพชรบูรณ์ อุณหภูมิสูงสุด 37-41 องศาฯ,TRUE
พยากรณ์อากาศ - 2 เม.ย. เตือน 3-6 เม.ย. จะมีพายุฤดูร้อนเกิดขึ้น เป็นพายุฝนฟ้าคะนอง ลมกระโชกแรง มีลูกเห็บตกบางพท. มีฟ้าผ่าเกิดขึ้น วันนี้ ประเทศไทยตอนบนมีอากาศร้อนหลาย พท. และมีอากาศร้อนจัดบางพท.  เหนือตอนล่าง - อีสาน-กลาง - ตะวันออก มีฝนฟ้าคะนอง ลมกระโชกแรงบางพื้นที่,TRUE
ภาคใต้ (ฝั่งตะวันตก) เมฆมาก มีฝนฟ้าคะนอง 60% ของพื้นที่ และมีฝนตกหนักบางแห่ง ส่วนมากบริเวณระนอง พังงา ภูเก็ต และกระบี่ อุณหภูมิสูงสุด 32-35 องศาฯ กรุงเทพ ปริมณฑล อากาศร้อน กับมีฟ้าหลัวในตอนกลางวัน และมีฝนบางแห่ง อุณหภูมิสูงสุด 36-39 องศาฯ,TRUE
ภาคใต้ (ฝั่งตะวันออก) เมฆเป็นส่วนมาก มีฝนฟ้าคะนอง 40% ของพื้นที่ มีลมกระโชกแรงบางแห่ง มีฝนตกหนักบางพื้นที่ บริเวณเพชรบุรี ประจวบฯ ชุมพร สุราษฎร์ฯ และนครศรีธรรมราช อุณหภูมิสูงสุด 33-36 องศาฯ,TRUE
ส่วนวันนี้  ประเทศไทยตอนบนมีอากาศร้อนหลายพื้นที่และมีอากาศร้อนจัดบางแห่ง กับมีฝนฟ้าคะนองและลมกระโชกแรงเกิดขึ้นบางพื้นที่  ภาคใต้จะมีฝนเพิ่มขึ้นและมีฝนตกหนักบางแห่ง ภาคเหนือ อากาศร้อนถึงร้อนจัด กับมีฟ้าหลัวในตอนกลางวัน มีฝนเล็กน้อย อุณหภูมิสูงสุด 37-40 องศาฯ,TRUE
พยากรณ์อากาศ - 1 เม.ย. เตือน 3-6 เม.ย. 64 จะมีพายุฤดูร้อนเกิดขึ้น เป็นพายุฝนฟ้าคะนอง ลมกระโชกแรง มีลูกเห็บตกบางพื้นที่ รวมถึงมีฟ้าผ่าเกิดขึ้น โดยพายุฤดูร้อนจะเริ่มมีผลกระทบที่ภาคอีสาน ภาคตะวันออก จากนั้นจะตามด้วยภาคเหนือ-กลาง-กทม-ภาคใต้ตอนบน,TRUE
พายุฤดูร้อน พัดถล่มพื้นที่ 3 อำเภอ ของ จ.ลำปาง บ้านเรือนประชาชนได้รับความเสียหาย  เจ้าหน้าที่ต้องเร่งให้การช่วยเหลือเป็นการด่วน,TRUE
(7 เม.ย.64) มีรายงานว่า พบแล้ว! พระธุดงค์ติดถ้ำพระไทรงาม ในพื้นที่ อ.เนินมะปราง จ.พิษณุโลก แต่น้ำท่วมสูงยังออกไม่ได้ ,TRUE
อุทยานแห่งชาติดอยอินทนนท์ ห้ามนักท่องเที่ยวลงเล่นน้ำ ในน้ำตกชั่วคราว หลังฝนตกหนักตลอดทั้งคืน ทำให้น้ำป่าไหลหลาก เกรงว่าอาจจะเกิดอันตราย ,TRUE
ตรวจสอบพื้นที่เสี่ยงภัย พายุฝนฟ้าคะนองและลมกระโชกแรงบริเวณประเทศไทย ประจำวันที่ 6 เม.ย.2564 เวลา 05.00 น. ,TRUE
13.20 น.  ถนนวิภาวดีฝั่งขาออก บริเวณตลาดสี่มุมเมืองและเมืองเอก ฝนตกหนัก ,TRUE
(4 เม.ย.64) 13.00 น. กรุงเทพมหานคร ฝนตกหนักหลายพื้นที่ ,TRUE
"กรมอุตุฯ เผยไทยตอนบนมีพายุฤดูร้อน โดยมีลักษณะของพายุฝนฟ้าคะนอง ลมกระโชกแรง ลูกเห็บตกบางพื้นที่ มีฟ้าผ่า และฝนตกหนักบางแห่ง โดยเริ่มส่งผลกระทบในภาคอีสานและภาคตะวันออกก่อน ส่วนภาคเหนือ, ภาคกลาง, กรุงเทพฯ และปริมณฑล, ภาคใต้ตอนบน จะได้รับผลกระทบในระยะต่อไป ",TRUE
#พยากรณ์อากาศ วันนี้ (2 เม.ย. 64) ประเทศไทยตอนบนมีอากาศร้อนหลายพื้นที่และร้อนจัดบางแห่ง บางพื้นที่มีฝนฟ้าคะนองและลมกระโชกแรง ส่วนภาคใต้มีฝนตกหนักบางแห่ง ,TRUE
กรมอุตุนิยมวิทยา เตือน #พายุฤดูร้อน วันที่ 3-6 เม.ย. ระวังพายุฝนฟ้าคะนอง ลมกระโชกแรง และลูกเห็บตกบางพื้นที่ รวมถึงมีฟ้าผ่า เริ่มมีผลกระทบในภาคอีสานและภาคตะวันออกก่อน  ,TRUE
#พยากรณ์อากาศ วันนี้ (1 เม.ย. 64) ประเทศไทยตอนบนมีอากาศร้อนหลายพื้นที่และมีอากาศร้อนจัดบางแห่ง กับมีฝนฟ้าคะนองและลมกระโชกแรงเกิดขึ้นบางพื้นที่ สำหรับทะเลอันดามันและภาคใต้จะมีฝนเพิ่มขึ้นและมีฝนตกหนักบางแห่ง คลื่นสูงประมาณ 2 เมตร ,TRUE
พายุฤดูร้อน พัดถล่มพื้นที่ 3 อำเภอ ของ จ.ลำปาง บ้านเรือนประชาชนได้รับความเสียหาย เจ้าหน้าที่ต้องเร่งให้การช่วยเหลือเป็นการด่วน,TRUE
สำหรับคำทำนายในปีนี้ คือจะมีน้ำมาก น้ำท่วม มีฝนดีตลอดปี คนทั้งหลายจะลำบากยากแค้น ขาดแคลนอาหาร ,TRUE
จนท.ลงพื้นที่เตรียมการหาวิธีช่วยเหลือพระมนัส อายุ 46 ปี พระสงฆ์ จ.นครสวรรค์ ที่ติดอยู่ในถ้ำพระไทรงาม หมู่ 8 ต.เนินมะปราง พิษณุโลก ตั้งแต่วันที่ 3 เม.ย. เนื่องจากมีฝนตกหนักติดต่อกันหลายวันตั้งแต่ต้นเดือน เม.ย.ที่ผ่านมา ส่งผลทำให้มีน้ำหลากท่วมถ้ำ ,TRUE
#เตือนภัย กรมอุตุนิยมวิทยา เตือนพื้นที่ 60 จังหวัด ระวังพายุฤดูร้อนในช่วงวันที่ 5-6 เมษายนนี้ ลักษณะของพายุฝนฟ้าคะนองลมกระโชกแรง ลูกเห็บตก และฝนตกหนักบางแห่ง รวมถึงอาจมีฟ้าผ่าเกิดขึ้นได้ ,TRUE
กรมอุตุนิยมวิทยาเตือนไทย เผชิญพายุฤดูร้อน โดยมีลักษณะพายุฝนฟ้าคะนอง ลมกระโชกแรง และมีลูกเห็บตกบางพื้นที่ รวมถึงมีฟ้าผ่าเกิดขึ้น โดยจะมีฝนตกหนักบางแห่ง จนถึงวันที่ 6 เม.ย. 64 ,TRUE
เกิดฝนตกหนัก และ ลมกระโชกแรงในหลายจังหวัดภาคอีสานจากอิทธิพล #พายุฤดูร้อน โดยเฉพาะที่ จ.อุดรธานี ฝนที่ตกหนักนานกว่า 10 ชั่วโมง ส่งผลให้เกิดน้ำท่วมขังในเขตเทศบาลนครอุดรธานี ,TRUE
ฝนตกหนัก-มีลมแรง ถนนเส้นติวา​นนท์​ นนทบุรี ​มีน้ำท่วมขัง ป้ายโฆษณาปลิว เตือนผู้ใช้ถนนทุกท่านให้ขับขี่ด้วยความระมัดระวัง ,TRUE
13.05 น.  ฝนตกหนัก ถ.วิภาวดี  ช่วงสโมสรตำรวจ-ไทยพีบีเอส เริ่มมีน้ำท่วมขังช่วงเดลินิวส์ ,TRUE
 10.30 น. #จับตาสถานการณ์ (2 เม.ย. 64) : พายุฤดูร้อนสร้างความเสียหายภาคอีสาน ,TRUE
พยากรณ์อากาศ วันนี้ (2 เม.ย. 64) ประเทศไทยตอนบนมีอากาศร้อนหลายพื้นที่และร้อนจัดบางแห่ง บางพื้นที่มีฝนฟ้าคะนองและลมกระโชกแรง ส่วนภาคใต้มีฝนตกหนักบางแห่ง ,TRUE
กรมอุตุนิยมวิทยา เตือนพายุฤดูร้อน ช่วง 3-6 เม.ย.นี้ ระวังพายุฝนฟ้าคะนอง โดยจะเริ่มมีผลกระทบในภาคอีสานและภาคตะวันออกก่อน,TRUE
#เดือนภัย! พายุฝนฟ้าคะนองเลี่ยงอยู่พื้นที่โล่งแจ้ง หลังเกิดเหตุสลดฟ้าผ่าเด็กชาย 6 คน ที่ จ.สุราษฎร์ธานี ขณะเล่นบอลกลางสายฝนได้รับบาดเจ็บ 5 คนเสียชีวิต 1 คน,TRUE
เกิดแผ่นดินไหวขนาด 2.6 ช่วงช้านี้ ศูนย์กลาง อ.ห้วยกระเจา จ.กาญจนบุรี มีความลึก 2 กม. โดยแรงสั่นสะเทือนไม่กระทบต่อ เขื่อนวชิราลงกรณ และเขื่อนศรีนครินทร์ ขอให้ประชาชนไม่ต้องกังวล ,TRUE
"ไทยตอนบนอากาศร้อน ""เหนือ-อีสาน-กลาง-ตะวันออก"" มีพายุฝนฟ้าคะนอง-ลมกระโชกแรงบางพื้นที่ ""ใต้"" มีฝนเพิ่มขึ้น",TRUE
"""เหนือ-อีสาน-กลาง-ตะวันออก"" มีฝนฟ้าคะนอง ลมกระโชกแรงบางพื้นที่ ฝนตกหนักบางแห่ง ""ใต้"" ฝนฟ้าคะนอง ฝุ่นละออง-หมอกควัน สะสมน้อยลง ",TRUE
วันนี้ทั่วไทยมีฝนฟ้าคะนอง และฝนตกหนักบางแห่ง โดยในพื้นที่ตอนบน อิทธิพลของพายุฤดูร้อนทำให้เกิดลมกระโชกแรง ลูกเห็บตกในหลายภาคและอาจเกิดฟ้าผ่า,TRUE
พายุฤดูร้อนถล่มบ้านเรือนเสียหายหลายจังหวัด จ.น่าน ต้นไม้โค่นทับรถกระบะ โคราชฝนตกหนักและมีลูกเห็บ ,TRUE
สุดสัปดาห์นี้ จนถึง 6 เม.ย. จะเกิดพายุฤดูร้อนในภาคอีสาน เหนือ กลาง รวมถึงกทม. มีลมกระโชกแรง ลูกเห็บตก เกษตรกรควรเตรียมการป้องกันความเสียหายที่จะเกิดกับผลผลิตทางการเกษตร ,TRUE
"เตรียมรับมือ ""พายุฤดูร้อน"" ถล่มไทยตอนบน ""อีสาน-ตะวันออก"" โดนก่อน-คิวต่อไป ""เหนือ-กลาง-กทม.-ใต้ตอนบน"" ทะเลคลื่นลมแรง ชาวเรือระมัดระวัง ""ใต้"" ฝนหนัก ",TRUE
"ไทยตอนบนอากาศร้อน ถึงร้อนจัดบางแห่ง มีฝนฟ้าคะนอง-ลมกระโชกแรงบางพื้นที่ ""อันดามัน-ภาคใต้"" มีฝนเพิ่มขึ้น ตกหนักบางแห่ง เตือน 1-2 เม.ย.นี้ ""ภาคใต้ฝั่งตะวันตก"" ระวังอันตรายจากฝนตกหนัก ",TRUE
เตือนหลายจังหวัดทั่วไทยรวมกทม. ระวังเจอพายุฝนคะนอง ลมกระโชกแรง,TRUE
"กรมอุตุฯ ประกาศฉบับสุดท้าย เตือน 13 จังหวัดภาคเหนือ รับมือ ""พายุฤดูร้อน""",TRUE
กรมอุตุฯ เตือนฉ.15 พายุฤดูร้อน ฝนตก ลมแรงหลายจังหวัด,TRUE
กรมอุตุฯเตือนฉบับที่ 13 พายุฤดูร้อนทั่วไทยต่ออีก 2 วัน ‘อีสาน-ตะวันออก’ หน้าด่าน,TRUE
พายุฤดูร้อนถล่มเมืองกรุง ตกหนักสุดเขตลาดกระบัง ลาดพร้าว คลองสามวา มีนบุรีฝนชุ่มฉ่ำ,TRUE
อุตุฯ เตือนฉบับ 12 พายุฤดูร้อนถล่มหลายจังหวัด กทม.อ่วมฝนตกหนัก-ลมแรง,TRUE
เช็กเลย! วันนี้ 64 จังหวัด เจอฤทธิ์พายุฤดูร้อน ฝนถล่ม ฟ้าผ่า ลูกเห็บตก,TRUE
พรุ่งนี้หนักกว่า! เตือนฝนถล่ม 53 จังหวัด กทม.โดนด้วย ระวังลูกเห็บ-ฟ้าผ่า ,TRUE
เร่งให้ความช่วยเหลือ! พายุฤดูร้อนถล่มโคราช บ้านเสียหายกว่า 200 หลัง,TRUE
นครพนมอ่วม! พายุฤดูร้อนถล่มนานนับชั่วโมง บ้านพังกว่า 30 หลัง ,TRUE
ประกาศเตือน 'พายุฤดูร้อน' พัดถล่มไทยวันนี้ 39 จังหวัดโดนผลกระทบก่อน,TRUE
"พรุ่งนี้หนัก! เตือน ""พายุฤดูร้อน"" ถล่มไทย 39 จังหวัดโดนก่อน",TRUE
ประกาศเตือน! พายุฤดูร้อนถล่มเหนือ-อีสาน-กลาง กทม.ไม่รอดโดนด้วย,TRUE
"เปิดภาพ ""พายุฤดูร้อน"" ถล่มปากช่อง เสาไฟ-ต้นไม้ล้มระเนระนาด ",TRUE
อุตุฯออกคำเตือนฉ.1 ทั่วไทยเจอพายุฤดูร้อน 3-6 เม.ย.นี้ ,TRUE
ปภ.เตือน 6 จังหวัดภาคใต้ ระวังน้ำท่วมฉับพลัน 31 มี.ค.ถึง 2 เม.ย.นี้,TRUE
พุ่งอีก! เชียงใหม่เจอป่วยโควิดเพิ่ม 281 ราย รมว.สธ.ให้สายด่วน 1330 และ1668 ช่วยจัดหาเตียงผู้ป่วยโควิด,TRUE
พายุงวงช้างโผล่กลางทะเลตราด นานกว่า 30 นาที,TRUE
อุตุฯ เตือนอากาศร้อน ฝนฟ้าคะนอง - สวนทุเรียนอ่วม พายุถล่มเสียหายเป็นล้าน,TRUE
พายุฤดูร้อนถล่มหลายจังหวัด ทำกุฏิพระ-บ้านพังยับ ซ้ำหลังคาร่วงทับรถบรรทุกไร้คนเจ็บ ,TRUE
ไทยอากาศแปรปรวน ภาคเหนือเฝ้าระวังพายุฤดูร้อน ดอยอินทนนท์เจอฝนเทลงมา,TRUE
เจอกันอีกวัน! เตือนภาคเหนือ เจอพายุฤดูร้อนถล่มทิ้งทวน – ไทยตอนบนร้อนน้อยลง,TRUE
พายุฤดูร้อนถล่มดอยสูงที่แม่สอด – ชุมชนเครื่องปั้นดินเผาด่านเกวียน โคราช เสียหายยับ ,TRUE
พายุถล่มอีสานตามนัด บ้านเรือนหลังคาปลิว สลด ฟ้าผ่าใส่วัวตายพร้อมลูกในท้องดับ 4 ชีวิต,TRUE
พายุฤดูร้อนถล่มกรุง อุตุฯเตือนยังโดนกันทุกภาคทั่วหน้า ถึง 6 เม.ย.64 ,TRUE
พายุฤดูร้อนพัดถล่มเสียหายหลายพื้นที่,TRUE
#แฟลชนิวส์ 14.19 น. (4 เม.ย. 2564)  กรมอุตุฯ ยังเตือนพายุฤดูร้อน ถล่มหลายจังหวัด,TRUE
พายุฤดูร้อนถล่มโคราช พบบ้านเรือนเสียหายแล้วกว่า 138 หลัง อุตุฯเตือนทั่วประเทศรับมือต่อถึง 6 เม.ย.นี้,TRUE
พิษพายุฤดูร้อนถล่ม ทำลมกระโชกแรง-น้ำท่วมถนน 304 รถชนกันดับ 2 เจ็บ 4 ,TRUE
กรมอุตุฯ เตือนรับมือพายุฤดูร้อน 3-6 เม.ย. มีฝนตก-ลมแรง-ลูกเห็บตก-ฟ้าผ่า ,TRUE
โดนอ่วม! พิษพายุฤดูร้อน ทำฝนถล่ม-ลมกระโชกแรง หลายจังหวัด ,TRUE
พายุฤดูร้อนถล่มอีสาน โคราชอ่วม รถตู้ขับมาพอดี เจอต้นไม้หักโค่นใส่อย่างจัง ,TRUE
มาแน่! พายุฤดูร้อนถล่มทั่วไทย 3-6 เม.ย. อีสานเจอหนัก ทั้งลมทั้งฝน-ลูกเห็บ,TRUE
#แฟลชนิวส์ เวลา 19.04 น. (1 เม.ย.64) พายุฤดูร้อนพัดถล่ม อ.ปากช่อง เสาไฟฟ้าเสียหายหลายต้น,TRUE
เตือน 3-6 เม.ย.รับมือพายุฤดูร้อน ฝนหนัก ลมแรง ฟ้าผ่า เหนือ-อีสาน โดนก่อน ,TRUE
#แฟลชนิวส์ เวลา 19.03 น. (31 มี.ค. 64) พายุถล่มโรงงานชลบุรี พังเสียหาย,TRUE
กรมอุตุฯ เตือน 46 จังหวัดระวังฝนตกหนัก กทม.ก็ไม่รอด,TRUE
พายุฤดูร้อนฝน ลมพัดถล่ม หม้อแปลงระเบิด เสาไฟแรงสูงล้ม 25 ต้น ป้ายเสียหาย ,TRUE
อุตุฯ เตือน 10 - 14 เม.ย. 64 ภาคอีสานมีอากาศร้อน มีพายุฝนฟ้าคะนอง กับมีลมกระโชกแรงบางแห่ง ,TRUE
พยากรณ์อากาศ ทั่วไทยมีฝนฟ้าคะนอง ฝนตกหนักบางแห่ง กทม.ตกร้อยละ 30 ของพื้นที่ ,TRUE
"กรมอุตุฯ ประกาศเตือน ""พายุฤดูร้อน"" ฉบับสุดท้าย เผย 13 จว.ระวังฝนตกหนัก ลมกระโชกแรง ",TRUE
กรมอุตุนิยมวิทยา' ประกาศฉบับที่ 17 เตือน 36 จังหวัด ระวัง 'พายุฤดูร้อน' ถล่ม ,TRUE
"""พายุฤดูร้อน"" เตือนระวัง 60 จว. รับมือฝนตกหนัก กทม.โดนด้วย ",TRUE
เมืองอุดรธานีน้ำท่วมถนนหลายสายหลังฝนตกติดต่อกันกว่า 10 ชม. ,TRUE
คนไปเจอแล้วสงสัย ทำไมเรียงตัวเป็นรูปทรงนี้ เหมือนพายุหมุนทอร์นาโด นักวิทยาศาสตร์บอกไม่เคยเห็นเหมือนกัน แต่คาดสาเหตุได้ ,TRUE
พายุถล่มสุโขทัย บ้านเรือนพังยับหลายหลัง นาทีระทึกพ่อกอดลูกสาววัย 5 ขวบ เอาตัวบังฝ้าเพดานที่หล่นลงมา ,TRUE
"""กรมอุตุนิยมวิทยา"" ประกาศฉบับที่ 13 เตือน 59 จังหวัด ระวัง ""พายุฤดูร้อน"" ถล่มต่อเนื่อง ",TRUE
นายกฯ ห่วงปชช. เตือนระวังอันตรายจากพายุฤดูร้อน มีผลกระทบถึงวันที่ 6 เม.ย.64  ,TRUE
