news,label,type
"
เรือนจำกลางนครศรีธรรมราช พบนักโทษติดเชื้อโควิด-19 จำนวน 1,300 คน",FALSE,FALSE_ACTUAL_TRAIN
"
พบนักท่องเที่ยวชาวต่างชาติเดินทางเข้าภูเก็ต 6 ประเทศ มีผลติดเชื้อโควิด-19 ทุกราย",FALSE,FALSE_ACTUAL_TRAIN
"
อดีตอธิบดีกรมการแพทย์แจ้ง หลังเปิดประเทศ 1 พ.ย. ใครติดโควิดต้องรักษาเอง",FALSE,FALSE_ACTUAL_TRAIN
"
ฉีดวัคซีนโควิดบริจาคเลือดไม่ได้ เพราะเลือดดำคล้ำ
",FALSE,FALSE_ACTUAL_TRAIN
"
ส่วนผสมในวัคซีนโควิด-19 อันตราย และไม่ปลอดภัย",FALSE,FALSE_ACTUAL_TRAIN
"
รมว.ต่างประเทศ ปฏิเสธการรับบริจาควัคซีน Moderna",FALSE,FALSE_ACTUAL_TRAIN
"
โรงงานนิคมอุตสาหกรรม จ. ลำพูน พบผู้ติดเชื้อโควิด-19 จำนวนเกือบ 1,000 ราย",FALSE,FALSE_ACTUAL_TRAIN
"
ทหารได้ฉีดไฟเซอร์เข็มสอง ที่โรงพยาบาลอานันทมหิดล",FALSE,FALSE_ACTUAL_TRAIN
"
ห้องทดลองเชื้อโรคที่ใหญ่ที่สุดในโลกของกองทัพสหรัฐ อยู่ที่กรุงเทพฯ",FALSE,FALSE_ACTUAL_TRAIN
รัฐบาลเรียกเก็บภาษีวัคซีนโมเดอร์นา,FALSE,FALSE_ACTUAL_TRAIN
ไทยก็มียอดผู้ติดโควิดต่อวันสูงที่สุดในโลก และอินเดียมีผู้ป่วยติดเชื้อรายใหม่เพียง 368 คน ,FALSE,FALSE_ACTUAL_TRAIN
 หลังฉีดวัคซีนโควิด 19 ห้ามทำฟัน ห้ามฉีดยาชา,FALSE,FALSE_ACTUAL_TRAIN
รับประทานยาแอสไพริน ช่วยรักษาโควิด-19 ให้หายได้,FALSE,FALSE_ACTUAL_TRAIN
"ข่าวปลอม ธ.ออมสิน เปิดสินเชื่อสู้ภัยไวรัส ไม่มีงานทำก็กู้ได้ วงเงิน 500,000 บาท",FALSE,FALSE_ACTUAL_TRAIN
"
บขส. หยุดเดินรถทุกเส้นทางทั่วประเทศไทย ",FALSE,FALSE_ACTUAL_TRAIN
เว็บไซต์สำนักบริหารการทะเบียน ระบบตรวจสอบการฉีดวัคซีนของหมอพร้อม กรอกข้อมูลเช็คแล้วจะหายหมดทุกบัญชี,FALSE,FALSE_ACTUAL_TRAIN
อนามัยกทม. ไม่รับตรวจฟันผู้ที่ฉีดวัคซีนไม่ครบ 2 เข็ม,FALSE,FALSE_ACTUAL_TRAIN
วิกฤตเริ่มขาดแคลนเลือด เนื่องจากเลือดของผู้บริจาคที่ฉีดวัคซีนดำ,FALSE,FALSE_ACTUAL_TRAIN
Vernon Coleman อ้างว่า วัคซีน โควิด กำลังถูกนำมาใช้เพื่อกำจัดมวลมนุษย์,FALSE,FALSE_ACTUAL_TRAIN
วัคซีนหลายชนิดมีเกลืออลูมิเนียมเป็นส่วนประกอบทำให้สมองเสื่อม,FALSE,FALSE_ACTUAL_TRAIN
วัคซีนไฟเซอร์แท้จริงคืออาวุธทางชีวภาพ,FALSE,FALSE_ACTUAL_TRAIN
หลังฉีด ไฟเซอร์ แล้ว เกิดการตั้งครรภ์,FALSE,FALSE_ACTUAL_TRAIN
ฉีดวัคซีนแล้ว มีแม่เหล็กที่แขน,FALSE,FALSE_ACTUAL_TRAIN
วัคซีน Pfizer เป็นวัคซีนที่มีสารพิษ หลังจากฉีดเข็มแรกแล้ว เสียชีวิต 0.8%,FALSE,FALSE_ACTUAL_TRAIN
ผล วัคซีนโควิด ฉีดแล้วเสียชีวิต เป็นการฆ่าล้างเผ่าพันธุ์,FALSE,FALSE_ACTUAL_TRAIN
วัคซีนโควิด1919 จะทำลายอวัยวะต่างๆ ภายใน 6 เดือน,FALSE,FALSE_ACTUAL_TRAIN
4 ใน 10 คนที่ฉีดวัคซีน Pfizer จะหัวล้าน-เซ็กซ์เสื่อม,FALSE,FALSE_ACTUAL_TRAIN
เด็ก แคนาดา เป็นลมชัก หลังรัฐบาลบังคับฉีดวัคซีน โควิด 19,FALSE,FALSE_ACTUAL_TRAIN
ฉีดวัคซีน ไฟเซอร์ โมเดอร์นา เตรียมบอกลาครอบครัวได้ ชีวิตที่เหลืออยู่ไม่นานเกินไม่เกิน 2 ปี,FALSE,FALSE_ACTUAL_TRAIN
ฉีดวัคซีนฟรีกว่า 35000 โดส แบบไม่ต้องจอง ที่ศูนย์ OTOP อุบลราชธานี ตั้งแต่เวลา 08.30 น.,FALSE,FALSE_ACTUAL_TRAIN
ฉีดวัคซีนแล้วตัวเสมือนแม่เหล็ก,FALSE,FALSE_ACTUAL_TRAIN
ฉีดวัคซีน astrazeneca อันตราย,FALSE,FALSE_ACTUAL_TRAIN
สหรัฐฯ ยอมรับแล้ว วัคซีนที่ดีที่สุดคือของจีน,FALSE,FALSE_ACTUAL_TRAIN
ฟังชัดๆ ทำไมต้องซื้อซิโนฟาร์ม 12 ล้านโดส จอห์นสันแอนด์จอห์นสัน ไม่มาในไตรมาส 4 ซิโนแวค ตั้งเป้า 10 ล้านโดส ได้แค่ 5 ล้านต่อเดือน การซื้อ ซิโนฟาร์ม เป็นเรื่องสมเหตุสมผล,FALSE,FALSE_MADE_TRAIN
วัคซีนแก้ขัด ศบค.รับแล้ว เหตุสั่ง ซิโนฟาร์ม เพิ่ม 12 ล้านโดส เพราะ จอห์สัน แอนด์จอห์นสัน ส่งไม่ได้ ส่วนแอสตร้าฯ ที่ฟุ้งจะได้ 10 ล้านโดสต่อเดือน ได้เพียง 5 ล้านโดส จึงต้องสั่งมาเสริม,FALSE,FALSE_MADE_TRAIN
ลงทะเบียนกันอีก กรมการแพทย์ เปิดลงทะเบียน คนท้องฉีดโมเดอร์นา 20 ส.ค.นี้,FALSE,FALSE_MADE_TRAIN
ยืนยันฉีดครบล้านโดสแน่ องค์การเภสัชกรรม ระบุ ล่าสุดฉีดวัคซีนแล้ว 24 ล้านโดส คาดสิ้นส.ค.จะฉีดครบ 30 ล้านโดส ส่วน ต.ค.-ธ.ค.ฉีดได้เดือนละ 15 ล้านโดส รวมแล้ว 75 ล้านโดส แสดงว่ากย.ต้องฉีดได้ 25 ล้านโดส หรือวันละ 8.3 แสนโดส ขณะที่สังคมตั้งคำถามทำได้ไหม,FALSE,FALSE_MADE_TRAIN
รอต้นปีหน้า อภ.เล็งนำเข้าวัคซีน ‘โนวาแวกซ์’ เป็นบูสเตอร์โดสเข็ม 3 ต้นปี　65,FALSE,FALSE_MADE_TRAIN
ด่วน ครม.ทุ่ม 9.3 พันล้าน ซื้อโมเดอร์นา 20 ล้านโดส ส่งมอบปลายก.ย. เร่งหาอีก 10 ล้านโดส,FALSE,FALSE_MADE_TRAIN
"ลุ้นกันอีก รพ.ธนบุรี เปิดลงทะเบียนแอสตร้าเซนเนก้า 17-20 ส.ค. เข็มละ 1,650 เริ่มฉีดม.ค.-มี.ค.65​",FALSE,FALSE_MADE_TRAIN
100 ล้านโดสมีแน่อนุชา บูรพชัยศรี โฆษกรบ. ยัน วัคซีนโควิด 100 ล้านโดสในสิ้นปีมีแน่ ฟุ้ง ศบค. มีแล้ว 84 ล้านโดส ครม.อนุมัติซื้อ โมเดอร์นา 10 ล้านโดส SV 12 ล้านโดส ขอสื่อไม่ต้องกังวล อย่างไรก็ตามรบ.เพิ่งยืมวัคซีนจากภูฏาน 1.5 แสนโดส　รพ.สนามมธ. ต้องยืมวัคซีนมาฉีดให้ประชาชน,FALSE,FALSE_MADE_TRAIN
สุดช้ำ เพจรพ.สนามธรรมศาสตร์ ระบุต้องหยิบยืม วัคซีนซิโนแวค จากรพ.อื่นมาฉีดให้ประชาชน หลังจากถูกเทซ้ำเทซ่้อน ถาม AZ ที่จะส่งมอบเดือนส.ค.อยู่ไหน มีแต่ข่าวเพิ่มจุดฉีด แต่ไม่มีวัคซีน แถมยังซื้อซิโนฟาร์มมาอีก สงสัยที่จอง AZ ไว้ 61 ล้านโดสอยู่ไหน,FALSE,FALSE_MADE_TRAIN
พร้อมรับความช่วยเหลือ เผยไทยขอยืม ซิโนแวค จากภูฏาน ก่อน 1.5 แสนโดส พร้อมรับบริจาคยาจากเยอรมัน ขณะที่สังคมตั้งคำถามโรงงานผลิต วัคซีนโควิด ของไทย ที่อ้างเป็นความมั่นคงของไทย และระบุว่าได้เดือนละ 10 ล้านโดส อยู่ที่ไหน,FALSE,FALSE_MADE_TRAIN
ศบค. อนุมัติซื้อ ซิโนฟาร์ม เพิ่มอีก 12 ล้านโดส คงล็อกดาวน์-เคอร์ฟิว 29 จังหวัดต่อถึงสิ้นเดือน ส.ค.,FALSE,FALSE_MADE_TRAIN
ข่าวดี เปิดผลทดสอบ วัคซีนจุฬาคอฟ กระตุ้นภูมิสูงเทียบเท่าโมเดอร์นา,FALSE,FALSE_MADE_TRAIN
องค์การเภสัชกรรม แถลง เตรียมนำเข้า วัคซีนโควิด,FALSE,FALSE_MADE_TRAIN
รายละเอียด　ศบค.เผยฉีดไขว้ซิโนฟาร์ม-แอสตร้า ภูมิขึ้นสูง 4 เท่า สั่งซื้อซิโนฟาร์มเพิ่มอีก 12 ล้านโดส,FALSE,FALSE_MADE_TRAIN
ซื้อซิโนฟาร์มอีก 12 ล้านโดส นพ.ทวีศิลป์ ระบุแผนจัดการ วัคซีนโควิด ระบุวัคซีนไขว้ ยังไม่มีตาย ยันใช้ SV+AZ ต่อ ชี้ภูมิมากขึ้น 4 เท่า ศบค.เห็นชอบจอง วัคซีนโมเดอร์นา 10 ล้านโดส ซิโนฟาร์ม 12 ล้านโดส อื่นๆอีก 10 ล้านโดส แต่ไม่ได้พูดถึง AZ จากโรงงานสยามไบโอไซน์,FALSE,FALSE_MADE_TRAIN
จีนไทยมิใช่อื่นไกล เพจเฟซบุ๊กสถานเอกอัครราชทูตสาธารณรัฐประชาชนจีนประจำประเทศไทย แสดงความยินดีที่ได้ช่วยจัดหา วัคซีนโควิด ให้ไทยแล้ว 24.55 ล้านโดส ล่าสุดวันที่ 15 ส.ค.ที่ผ่านมา ซิโนฟาร์ม เข้าไทยอีก 2 ชุด 3 ล้านโดส,FALSE,FALSE_MADE_TRAIN
อภ.จ่อนำเข้าวัคซีนนายอานนท์ มาเม้า ผู้ช่วยอธิการบดี คณะนิติศาสตร์ มธ. โพสต์ระบุ องค์การเภสัชกรรม มีมติเอกฉันท์ออกข้อบังคับ ภากิจและอำนาจหน้าที่ของมธ. ให้นำเข้า ขึ้นทะเบียน ยา วัคซีน เวชภัณฑ์ได้ ทำนองเดียวกับราชวิทยาลัยจุฬาภรณ์,FALSE,FALSE_MADE_TRAIN
"เจ้ากรมแพทย์ ทอ. เรียกบุคลากรแพทย์ รพ.ภูมิพลฯ เข้าพบปมร้องจัดสรร ""โมเดอร์นา"" ผิดปกติ",FALSE,FALSE_MADE_TRAIN
หมอทศพรจี้ รพ.ภูมิพลฯ 'โมเดอร์นา' ไม่ถึงด่านหน้า บุคลากรแฉเอง เงื่อนไขกีดกัน รายชื่อผิดปกติ,FALSE,FALSE_MADE_TRAIN
"รัฐบาลยันฉีดวัคซีน ""ซิโนแวค"" ผลิตในไทยไปยุโรปได้ คุณภาพเท่ากันทั่วโลก",FALSE,FALSE_MADE_TRAIN
คนไทยได้เฮ! เผยทดลองวัคซีนเชื้อตาย ของไทยสำเร็วแล้ว คาดปลายปีหน้าได้ฉีด,FALSE,FALSE_MADE_TRAIN
มธ. จ่อทดสอบ วัคซีนใบยาสูบ ก.ย.นี้ คาดป้องกันสายพันธุ์ใหม่โควิดได้,FALSE,FALSE_MADE_TRAIN
อนุทิน เผยไทยสั่งซื้อโมเดอร์นาอีก 10 ล้านโดส รวมแล้ว 30 ล้านโดส ยันส่งในปีนี้,FALSE,FALSE_MADE_TRAIN
ราชวิทยาลัยจุฬาภรณ์ ประกาศ เลื่อนเวลาจองวัคซีน ไฟเซอร์ บุคคลธรรมดา รอบ 3 เป็นเวลา 11.11 น.,FALSE,FALSE_MADE_TRAIN
บริจาคอีกล้านโดส สหรัฐฯ ลั่นภูมิใจ เตรียมจัดส่งวัคซีนโมเดอร์นาให้ไทยอีก 1 ล้านโดสเร็วๆ นี้,FALSE,FALSE_MADE_TRAIN
โควิด วัคซีนแอสตร้าเซนเนก้าต้านเดลต้าดีสุด นักวิจัยพบเจ๋งยิ่งกว่าโมเดอร์นา,FALSE,FALSE_MADE_TRAIN
รอรับบริจาคอีกเพจสถานทูตสหรัฐประจำประเทศไทย ระบุเอกอัครราชทูตสหรัฐฯประจำสหรัฐอเมริกา ประกาศความช่วยเหลือ โควิด19 รอบใหม่ มูลค่า 5 ล้านเหรียญสหรัฐ ให้กับไทย ช่วยสนับสนุนบุคลากรสาธารณสุขที่ให้บริการฉีดวัคซีนกับประชาชน,FALSE,FALSE_MADE_TRAIN
แล้วคนไทยล่ะ องค์การอนามัยโลก รับรองแล้วการฉีดวัคซีนสลับ ในกรณี วัคซีนโควิด ขาดแคลน แต่ให้เป็น ซิโนแวค ต่อด้วย วัคซีนเชื้อตาย ไม่มีสูตร คอกเทล ซิโนฟาร์ม ร่วมกับแอสตร้าฯ,FALSE,FALSE_MADE_TRAIN
ทยอยให้ ศบค.ยัน จัดโมเดอร์นาเข็ม 3 ช่วงแรก 50-60% ก่อน จากนั้นให้เพิ่มเติมแน่,FALSE,FALSE_MADE_TRAIN
ไทยก็มีโรงงานผลิตวัคซีน นี่ แพทย์สภาและองค์การเภสัชกรรม ชวนลงชื่อ ให้วัคซีนที่ผลิตในต่างประเทศ ได้ใช้ในประเทศ หวั่นคนอาจตายอีกนับหมื่น,FALSE,FALSE_MADE_TRAIN
ราชวิทยาลัยฯ เปิดจอง ไฟเซอร์ รอบ 3 สำหรับบุคคลธรรมดาอีกแสนราย 11 ส.ค.,FALSE,FALSE_MADE_TRAIN
"ได้แค่ 700 โดส องค์กรแพทย์รพ.ขอนแก่น ออกแถลงการณ์ ขอ วัคซีนโมเดอร์นา ให้บุคลากรด่านหน้า หลังรับจัดสรร 700 โดส จากที่ขอไป 1,400 โดส ",FALSE,FALSE_MADE_TRAIN
ด่านหน้าฉีดโมเดอร์นาแล้ว 5.7 หมื่นโดส ยังไม่พบอาการข้างเคียงรุนแรง,FALSE,FALSE_MADE_TRAIN
กรมควบคุมโรค แจงไม่ได้จัดส่ง วัคซีนโมเดอร์นา ให้ศูนย์หมอยง หลังมีหยังสือไม่ขอรับเนื่องจากดูแลบุคลากรดีแล้ว แต่ก่อนหน้านี้มีเอกสารสนับสนุน 20 โดส สงสัยหายไปไหน หรือผิดพลาดขั้นตอนใด,FALSE,FALSE_MADE_TRAIN
เทียบเอกซ์เรย์ผู้ป่วยโควิด ฉีดวัคซีน ปอดเสียหายหนัก ไม่ฉีดวัคซีนปอดยังดี,FALSE,FALSE_MADE_TRAIN
หมอนิธิพัฒน์ รีวิวได้ฉีดแล้ว วัคซีนโมเดอร์นา กระตุ้นเข็ม 3 ราบรื่น,FALSE,FALSE_MADE_TRAIN
เต็มใน 4 นาที ชาวโคราชแห่จองวัคซีน แอสตร้าเซนเนก้า ของ รพ.เอกชน ต้องปิดระบบ-หวั่นเว็บล่ม,FALSE,FALSE_MADE_TRAIN
WHO เร่งฉีดวัคซีนกระตุ้น แม้ชาติยากจนยังไม่ได้ฉีดโดสสอง,FALSE,FALSE_MADE_TRAIN
ศบค.เผยส่ง วัคซีนโมเดอร์นา ฉีดเข็ม 3 บุคลากรแพทย์ กระจายให้แล้ว 13 โรงพยาบาล,FALSE,FALSE_MADE_TRAIN
ซิโนแวค เผยวัคซีน 1 โดส ลดป่วยรุนแรง สายพันธุ์เบต้า-เดลต้าได้ดี,FALSE,FALSE_MADE_TRAIN
หมอธีระวัฒน์ แนะวัคซีนมีเพียงพอ ไม่ควรเสี่ยงฉีดเข้าชั้นผิวหนัง,FALSE,FALSE_MADE_TRAIN
ธนบุรี เฮลท์แคร์ กรุ๊ป ส่งหนังสือแจง ก.ล.ต.ปมดีลทิพย์ โมเดอร์นา 20 ล้านโดส,FALSE,FALSE_MADE_TRAIN
เผย ศูนย์เชี่ยวชาญเฉพาะทางด้านไวรัสวิทยาคลินิก โรงพยาบาลจุฬาลงกรณ์ ที่นพ.ยง ภู่วรวรรณ ประจำอยู่ ก็ได้รับจัดสรร วัคซีนโมเดอร์นา 20 โดส ทั้งนี้นพ.ยง เป็นผู้เสนอการฉีดวัคซีนสลับชนิด ระบุประสิทธิภาพสูง และเคยระบุว่าฉีด ซิโนฟาร์ม 3 เข็ม น้องๆโมเดอร์นา,FALSE,FALSE_MADE_TRAIN
กลุ่มภาคีพยาบาล จับสังเกตตัวเลขจัดสรรวัคซีนโมเดอร์นาให้บุคลากรทางการแพทย์ มีเข้าเกณฑ์เพียง 4 แสนกว่าโดส,FALSE,FALSE_MADE_TRAIN
"ระบุข้อมูลการกระจาย วัคซีนโมเดอร์นา พบรพ.บำรุงราษฎร์ได้รับจัดสรร 2,576 โดส",FALSE,FALSE_MADE_TRAIN
ศิริราช เปิดจองฉีดวัคซีนซิโนแวค เข็มแรกใน 2 กลุ่ม ผ่านแอพฯ เริ่มตั้งแต่วันนี้,FALSE,FALSE_MADE_TRAIN
ปิดระบบจอง ไฟเซอร์ รอบล่าสุดแล้ว ราชวิทยาลัยจุฬาภรณ์ แจ้งให้รอรอบถัดไป,FALSE,FALSE_MADE_TRAIN
ฉีดแอสตร้าเมื่อไหร่!?? ศักดิ์สยาม โชว์ผลตรวจภูมิโควิดสูงปรี๊ด หลังฉีดสลับเข็ม นายศักดิ์สยามฉีดวัคซีน ซิโนฟาร์ม วันที่ 16 มี.ค. และมีกำหนดฉีดเข็ม 2 ในวันที่ 7 เม.ย. แต่พบว่าติดเชื้อ โควิด19 ขณะที่คกก.โรคติดต่อมีมติให้ฉีดสลับเข็ม เมื่อวันที่ 14 ก.ค.,FALSE,FALSE_MADE_TRAIN
"ถึงไทยแล้ว วัคซีนซิโนแวค 415,000 โดส อังกฤษบริจาคให้ไทย",FALSE,FALSE_MADE_TRAIN
ลงทะเบียนกันต่อไปความหวัง ยังมี มหาวิทยาลัยมหิดล เปิดให้ประชาชนอายุ 60 ปี ขึ้นไปแล้ว 7 กลุ่มโรคเสี่ยง และหญิงตั้งครรภ์ 12 สัปดาห์ จองวัคซีน ซิโนแวค เข็ม 1 ได้ ทางสายด่วนรามาโควิด ตั้งแต่วันที่ 5 ส.ค. จนกว่าจะครบจำนวน,FALSE,FALSE_MADE_TRAIN
"เทไฟเซอร์รพ.จุฬาภรณ์ ประกาศลบรายชื่อองค์กรที่ได้รับจัดสรร ไฟเซอร์ แต่ไม่โอนเงินหรือล็อกอินเข้าระบบ ภายใน 30 ก.ค. 2,631 องค์กร 1,197,408 โดส เตรียมจัดสรรให้ผู้อื่นต่อไป ",FALSE,FALSE_MADE_TRAIN
สธ.เร่งจัดสรรวัคซีน ส.ค.10ล้านโดส เน้นกทม ลดโควต้าต่างจังหวัด,FALSE,FALSE_MADE_TRAIN
ไม่ว่าวัคซีนอะไร ยิ่งภูมิขึ้นสูงมาก ก็จะลดลงช้า จึงเป็นสาเหตุที่ถึงฉีดวัคซีนก็สามารถป้องกันการติดเชื้อเกิดขึ้นได้ ระยะห่างของวัคซีน ตามหลักการการให้ทีหรือเร็ว จะกระตุ้นภูมิต้านทาน สู้การให้ระยะห่างมากกว่าไม่ได้,FALSE,FALSE_MADE_TRAIN
"พรุ่งนี้มาถึง วัคซีน ซิโนแวค บริจาคจากอังกฤษ 415,040 มาถึงไทยพรุ่งนี้ โดยพล.อ.ประยุทธ์ ทำพิธีรับมอบล่วงหน้า พร้อมขอบคุณอังกฤษที่ช่วยให้ประเทสไทยเดินหน้าต่อได้อย่างเข้มแข็ง มั่นคง ",FALSE,FALSE_MADE_TRAIN
เปลี่ยนเกณฑ์แล้ว!! อนุกก.จัดสรร วัคซีนโมเดอร์นา ให้บุคลากรการแพทย์ SV SP 2 เข็มให้โมเดอร์นา 1 เข็ม รับวัคซีน 1 เข็ม ให้โมเดอร์นา 1 เข็ม ไม่เคยรับวัคซีน ได้โมเดอร์นา 2 เข็ม ผู้ติดเชื้อ ไม่ได้วัคซีน ได้โมเดอร์นา 1 เข็ม ส่วน-SV+AZ -AZ 2 เข็ม -SV 2 เข็ม +AZ 1 เข็ม ยังไม่ให้โมเดอร์นา,FALSE,FALSE_MADE_TRAIN
นพ.อนุตตร จิตตินันทน์ ประธานราชวิทยาลัยอายุรแพทย์แห่งประเทศไทยแนะลดขั้นตอนไม่จำเป็น เร่งฉีด วัคซีนโมเดอร์นา ให้เร็วที่สุด เพื่อให้บุคลากรทางการแพทย์รับวัคซีนเร็วขึ้น ส่วนพิธีรับมอบถ้าอยากทำก็ทำเป็นพิธีได้,FALSE,FALSE_MADE_TRAIN
เข็มเดียวไม่ได้ เปิดเกณฑ์บุคลากรแพทย์ ที่ได้รับ วัคซีนโมเดอร์นา -ต้องปฏิบัติงานแผนกผู้ป้วยโควิด -ฉีด ซิโนฟาร์ม 2 เข็ม อย่างน้อย 4 สัปดาห์ -ไม่ได้รับ ซิโนแวค เป็นเข็มกระตุ้นคนไม่เข้าเกณฑ์ -ฉีด AZ 2 เข็ม -ฉีดAZ เข็ม 3 -ฉีดSV+AZ -ฉีด SV หรือ AZ เข็มเดียว,FALSE,FALSE_MADE_TRAIN
เปิดไทม์ไลน์ กว่าจะได้ฉีด วัคซีนโมเดอร์นา -ส่งตรวจคุณภาพกรมวิทย์ คาดรู้ผล 2 ส.ค.-กระจายรพ. 5-6 ส.ค.-เริ่มฉีดกลุ่มเป้าหมาย 9 ส.ค. -เน้นบูตเตอร์โดสให้บุคลากรแพทย์ -กลุ่มเสี่ยงใน13จว.แดงเข้ม -1ขวดฉีด6โดส ผสมน้ำเกลือก่อน -คาดสิ้นส.ค.ฉีดได้หมด1.5ล้านโดส,FALSE,FALSE_MADE_TRAIN
ซิโนฟาร์ม มาอีก เผยส.ค.มีวัคซีนมาอีก 10 ล้านโดส ทั้งซิโนฟาร์ม-แอสตร้าฯ สธ.ปรับแผนกระจายตจว.,FALSE,FALSE_MADE_TRAIN
คำสัญญาประยุทธ์น.ส.ไตรศุลี ไตรสรณกุล รองโฆษกรบ.เผย นายกฯ เน้นย้ำว่าการกระจายวัคซีนจะต้องเป็นไปตามแผนที่กำหนด เน้นการฉีดแก่นักเรียนและนักศึกษาเท่านั้น จะต้องไม่มีกรณีจัดสรรไปยังบุคคลสำคัญ หรือนอกกลุ่มที่กำหนดเป็นอันขาด,FALSE,FALSE_MADE_TRAIN
เต็มแขนประชาชน นายอนุทิน ชาญวีรกูล รองนายกฯและรมว.สาธารณสุข นพ.โอภาส การย์กวินพงศ์ อธิบดีกรมควบคุมโรครุดตรวจรับมอบ วัคซีนโมเดอร์นา 1.5 ล้านโดส ที่สหรัฐฯบริจาคมาให้ เพื่อจัดสรรให้ประชาชนกลุ่มเสี่ยง และบุคลากรแพทย์ด่านหน้า,FALSE,FALSE_MADE_TRAIN
ถึงไทยแล้ว เพจ U.S. Embassy Bangkok ระบุ วัคซีนโมเดอร์นา 1.5 ล้านโดสที่บริจาคโดยสหรัฐฯ เดินทางถึงไทยแล้ว,FALSE,FALSE_MADE_TRAIN
โอกาสมาอีก รพ.จุฬาฯ เปิดลงทะเบียนให้ผู้ป่วยฉีด ซิโนแวค เข็มแรก,FALSE,FALSE_MADE_TRAIN
ประธานสภาต้องหา วัคซีนโควิด เอง เผย ประธานชวน จ่อเจรจาจีน ขอวัคซีน ไฟเซอร์ ให้คนไทย,FALSE,FALSE_MADE_TRAIN
การระบาดเริ่มพุ่งตัว ฉีดวัคซีนไร้ประสิทธิภาพ ทำให้การระบาดของโรคเพิ่มขึ้น และยังมีแนวโน้มสูง มาตรการขอความร่วมมือชาว กทม.และปริมณฑลยังมีอยู่มาก เช่น การใส่หน้ากากอนามัย เว้นระยะห่างทางสังคม ล้างมือบ่อยๆ อยู่กับบ้าน,FALSE,FALSE_MADE_TRAIN
วัคซีนโมเดอร์นา บริจาค 1.5 ล้านโดสถึงตี 4 พรุ่งนี้ สธ.ติววิธีฉีด-ต้องผสมน้ำเกลือก่อน,FALSE,FALSE_MADE_TRAIN
มีโรงงานในไทยพล.อ. ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี และรมว.กลาโหม ขอบคุณรัฐบาลสหราชอาณาจักร ที่จะบริจาค ซิโนแวค 4.15 แสนโดสให้ไทย ต้นส.ค. ขณะที่สังคมตั้งคำถามว่าไทยมีโรงงานผลิต แอสตร้าได้เอง ทำไมถึงไม่เพียงพอต่อความต้องการของคนในประเทศ,FALSE,FALSE_MADE_TRAIN
เราจะไม่มีการส่งมอบวัคซีนให้ในเร็วๆนี้ แม้เป้าหมายคือการบริจาครวม 2.5 ล้านโดส แต่การส่งมอบล็อตแรกคือ 1.5 ล้านโดสเท่านั้น สายสัมพันธ์อันแน่นแฟ้นของเราสำคัญเสมอมาและเสมอไป วุฒิสมาชิกสหรัฐฯ แทมมี่ ดักเวิร์ธ,FALSE,FALSE_MADE_TRAIN
ทำไมไม่เหมือนกันกรมควบคุมโรค แจงแนวทางฉีด วัคซีนโควิด ให้กทม.และจว.สีแดงเข้ม 13 จังหวัด ฉีด pf+pf 2 เข็ม ในกลุ่มสูงอายุ และ7 กลุ่มโรคเรื้อรัง และกลุ่มเป้าหมายอื่น แต่จว.อื่นๆ ให้ฉีดสูตรคอกเทล sv+pf,FALSE,FALSE_MADE_TRAIN
ดีแทค แจ้ง ลงทะเบียนฉีดวัคซีน ยังลงทะเบียนได้เรื่อยๆ,FALSE,FALSE_MADE_TRAIN
หมอมานพ แนะสูตรฉีดวัคซีนไขว้ ซิโนแวค กับ เชื้อตาย ได้ภูมิสูงและเร็ว,FALSE,FALSE_MADE_TRAIN
รพ.ธรรมศาสตร์ แจ้งประชาชนให้มาฉีดวัคซีน ซิโนแวค 29-31 ก.ค.,FALSE,FALSE_MADE_TRAIN
เพจสถานทูตสหรัฐฯ โพสต์ข้อความ จะไม่ส่งมอบวัคซีนโควิดให้กับไทย,FALSE,FALSE_MADE_TRAIN
ซิโนแวค ชี้ ไม่พบภาวะลิ่มเลือดอุดตันร่วมเกร็ดเลือดต่ำ หลังฉีดเข็ม2,FALSE,FALSE_MADE_TRAIN
โรงพยาบาลศิริราช เลื่อน ลงทะเบียนฉีดวัคซีน ของค่ายมือถือ จาก 09.00 น. เป็น 11.00 น.,FALSE,FALSE_MADE_TRAIN
โฆษกบช.น.แจงเอกสารหลุดตร.เตรียมฉีดวัคซีนเข็ม 3 เป็นความจริง หลังส.ส.รังสิม้นต์ โรม แฉเอกสารเตรียมฉีดกระตุ้นเข็ม 3 ให้ตำรวจคุมม็อบ,FALSE,FALSE_MADE_TRAIN
ความล้มเหลวจากการตัดสินใจ ผิดพลาด 2 เรื่องสำคัญ เรื่องแรกคือ การตัดสินใจฝากความหวังเรื่องวัคซีนทั้งหมดไว้ที่ ซิโนแวค เพียงเจ้าเดียว เรื่องที่สองคือ การตัดสินใจเข้าร่วม โคแวกซ์ ช้าเกินไป,FALSE,FALSE_MADE_TRAIN
"มีวัคซีนหลุดจอง รพ.นครธน เปิดจองวัคซีน แอสตร้าเซนเนก้า รอบพิเศษ 1 ส.ค. เข็มละ 1,650 บาท",FALSE,FALSE_MADE_TRAIN
รพ.สำโรงการแพทย์ สมุทรสาคร แจ้งเลื่อนฉีดวัคซีนโควิด อย่างไม่มีกำหนด,FALSE,FALSE_MADE_TRAIN
